C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_15_259.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_15_259.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_15_259.jpg,0,0,0,1.373831E-05
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_15_327.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_15_327.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_15_327.jpg,0,0,0,1.11086E-05
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_15_394.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_15_394.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_15_394.jpg,0,0,0,9.816264E-06
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_15_466.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_15_466.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_15_466.jpg,0,0,0,9.949228E-06
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_15_536.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_15_536.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_15_536.jpg,0,0,0,1.07761E-05
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_15_605.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_15_605.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_15_605.jpg,0,0,0,1.06431E-05
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_15_674.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_15_674.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_15_674.jpg,0,0,0,1.014872E-05
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_15_743.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_15_743.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_15_743.jpg,0,0,0,1.014876E-05
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_15_814.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_15_814.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_15_814.jpg,0,0,0,1.07096E-05
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_15_883.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_15_883.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_15_883.jpg,0,0,0,1.070961E-05
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_15_952.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_15_952.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_15_952.jpg,0,0,0,1.014849E-05
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_16_021.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_16_021.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_16_021.jpg,0,0,0,1.014853E-05
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_16_088.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_16_088.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_16_088.jpg,0,0,0,1.064312E-05
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_16_163.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_16_163.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_16_163.jpg,0,0,0,1.064311E-05
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_16_234.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_16_234.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_16_234.jpg,0,0,0,1.014863E-05
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_16_301.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_16_301.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_16_301.jpg,0,0,0,1.014867E-05
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_16_375.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_16_375.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_16_375.jpg,0,0,0,1.06431E-05
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_16_448.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_16_448.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_16_448.jpg,0,0,0,1.06431E-05
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_16_518.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_16_518.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_16_518.jpg,0,0,0,1.014877E-05
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_16_587.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_16_587.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_16_587.jpg,0,0,0,1.008226E-05
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_16_659.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_16_659.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_16_659.jpg,0,0,0,1.070961E-05
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_16_729.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_16_729.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_16_729.jpg,0,0,0,1.070962E-05
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_16_797.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_16_797.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_16_797.jpg,0,0,0,1.014845E-05
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_16_872.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_16_872.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_16_872.jpg,0,0,0,1.014849E-05
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_16_945.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_16_945.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_16_945.jpg,0,0,0,1.028154E-05
C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\center_2024_09_16_10_36_17_015.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\left_2024_09_16_10_36_17_015.jpg,C:\Users\fbiwa\Desktop\german-traffic-signs\IMG\right_2024_09_16_10_36_17_015.jpg,0,0,0,1.037712E-05
